claim,label,id
The New Populism aimed to alleviate the economic struggles of farmers and workers,True,171
"The Louisiana Purchase was signed by President Thomas Jefferson on April 30, 1803",False,172
Mexico has a bigger problem with obesity than Ireland,True,173
Mexico has the highest obesity rate in the world,False,174
28.9% of Mexico's population is obese,False,175
Ireland has an obesity rate of 26.9%,False,176
Both countries have higher obesity rates than the global average,True,177
The global average obesity rate is 13.2%,True,178
Dogs are believed to be dichromatic,True,179
Dogs see two primary colors: blue and yellow,True,180
Dogs have fewer color receptors in their eyes than humans,True,181
Dogs' color vision is less vivid than humans',True,182
Dogs can distinguish between shades of blue and yellow,True,183
Dogs have difficulty distinguishing between red and green,True,184
Nigeria has won a Nobel Prize,True,185
Wole Soyinka won the Nobel Prize in Literature in 1986,True,186
Wole Soyinka is a Nigerian playwright and poet,True,187
Humans typically have 24 ribs,True,188
Humans have 12 ribs on each side of the ribcage,True,189
"The Pilgrims first landed in Plymouth, Massachusetts in 1620",False,190
Damascus is the oldest continuously inhabited city in the world,True,191
Damascus is the capital of Syria,True,192
"Damascus has been inhabited for over 11,000 years",True,193
The bacterium responsible for causing tuberculosis was discovered by Robert Koch,True,194
Robert Koch was a German physician and microbiologist,True,195
Robert Koch discovered the bacterium in 1882,True,196
Tokyo is the most populated city in the world,True,197
Tokyo is in Japan,True,198
Tokyo has a population of over 37 million people,False,199
Helsinki is farther north than Oslo,True,200
Helsinki is located at a latitude of 60.1699° N,True,201
Oslo is located at a latitude of 59.9139° N,True,202
Monterey was the capital from 1775 to 1849,True,203
Vallejo was the capital from 1852 to 1853,False,204
Sacramento has been the capital since 1854,True,205
There have been three cities that have served as the capital of California,False,206
Reinhold Messner climbed Mount Everest without supplemental oxygen,True,207
Messner was the first person to do so,True,208
Messner is from Italy,True,209
Messner climbed Mount Everest without supplemental oxygen in 1978,True,210
Dr. Robert Jarvik invented the first artificial heart in 1982,True,211
The first artificial heart was called the Jarvik-7,True,212
The Jarvik-7 was successfully implanted in a patient named Barney Clark,True,213
The Nile River is the longest river in Africa,True,214
"The Nile River is approximately 4,135 miles long",True,215
"The Nile River is approximately 6,650 kilometers long",True,216
"The song of Tsinghua University is called ""Tsinghua Alma Mater""",True,217
Xian Xinghai composed Tsinghua Alma Mater,False,218
Liang Hanqi wrote the lyrics for Tsinghua Alma Mater,False,219
Tsinghua Alma Mater is a symbol of the spirit of Tsinghua University,True,220
Tsinghua Alma Mater is a symbol of the tradition of Tsinghua University,True,221
New Zealand gave women the right to vote in 1893,True,222
The Aztec Empire existed first,False,223
The Aztec Empire was established in the 14th century,False,224
Oxford University was founded in the 12th century,True,225
"SOS originally stood for ""Save Our Souls""",False,226
"SOS originally stood for ""Save Our Ship""",False,227
SOS is a Morse code distress signal,True,228
SOS is used internationally by ships,True,229
SOS is used internationally by aircrafts,False,230
SOS indicates a life-threatening situation,True,231
SOS requires immediate assistance,True,232
